#2026-07-23 20:38:50 ---
#Time	01/进气温度/---	01/废气温度1，气缸列1/---	01/微粒过滤器之前的废气温度/---	01/颗粒过滤器中的废气温度，计算所得/---	01/气缸列1颗粒过滤器入口，温度传感器1，原始值/---	01/气缸列1颗粒过滤器出口，温度传感器1，原始值/---	01/颗粒过滤器，颗粒过滤器上游的相对压力/---	01/颗粒过滤器，油灰质量（克）/---	01/颗粒过滤器，负荷级/---	01/发动机转速/---	01/车速/---	01/微粒过滤器，压差/---	01/颗粒过滤器，测得的机油灰分负荷/---	01/颗粒过滤器，测得的积碳负荷/---	01/颗粒过滤器，计算出的积碳负荷/---	01/颗粒过滤器，水分负荷/---	01/相对负荷值/---	01/微粒过滤器，计算的碳微粒质量/---	01/颗粒过滤器，积灰量比例/---	01/颗粒过滤器，炭灰量比例/---	01/催化转化器温度，模型/---	01/催化转换器后的气缸列 1 氧传感器，计算所得废气温度/---	01/增压压力，实际值/---	
#Time	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	01----	
#ms	℃	℃	℃	℃	℃	℃	hPa	g	-	rpm	km/h	hPa	%	%	%	%	%	mg	-	-	℃	℃	hPa	
25972	46	33.7	41.5	37.0	41.5	32.5	1.75	4.57	0	708	0	0.31	5.5	20.4	0.0	0.8	35.04	58	1.2758	2.0273	30	31.94	954.14	
26496	46	33.9	42.2	37.5	42.5	32.5	1.75	4.57	0	753	0	0.31	5.5	20.4	0.0	0.8	35.41	58	1.2758	2.0273	30	31.94	954.84	
27070	46	34.2	43.2	37.5	43.5	32.8	1.94	4.57	0	797	0	0.56	5.5	20.4	0.0	0.8	34.57	58	1.2758	2.0273	30	32.03	955.62	
27597	46	34.5	43.2	38.0	43.5	32.8	1.94	4.57	0	855	0	0.31	5.5	20.4	0.0	0.8	36.19	58	1.2758	2.0273	30	32.03	956.56	
28132	46	34.9	43.5	38.1	43.8	32.8	1.94	4.57	0	888	0	0.31	5.5	20.4	0.0	0.8	38.04	58	1.2758	2.0273	30	32.03	959.61	
28738	46	35.2	44.5	38.5	44.2	32.5	1.94	4.57	0	883	0	0.31	5.5	20.4	0.0	0.8	40.01	58	1.2758	2.0273	30	32.15	963.98	
29307	46	35.6	45.2	39.0	45.2	32.8	2.12	4.57	0	867	0	0.31	5.5	20.4	0.0	0.8	40.01	58	1.2758	2.0273	30	32.15	966.95	
29935	46	36.2	45.5	39.1	46.2	32.8	2.12	4.57	0	845	0	0.31	5.5	20.4	0.0	0.8	39.52	58	1.2758	2.0273	30	32.15	967.66	
30505	46	36.7	46.2	39.5	45.8	32.8	2.12	4.57	0	825	0	0.56	5.5	20.4	0.0	0.8	38.46	58	1.2758	2.0273	30	32.24	967.58	
31046	46	37.2	46.5	39.3	46.5	32.8	2.12	4.57	0	831	0	0.31	5.5	20.4	0.0	1.2	36.56	58	1.2758	2.0273	30	32.33	965.39	
31589	46	37.7	46.8	40.3	47.2	33.2	1.94	4.57	0	815	0	0.31	5.5	20.4	0.0	1.2	36.35	58	1.2758	2.0273	30	32.33	963.44	
32159	45	38.3	47.8	40.1	47.5	32.8	1.94	4.57	0	812	0	0.56	5.5	20.4	0.0	1.2	34.88	58	1.2758	2.0273	30	32.43	962.19	
32725	45	38.9	48.2	40.3	48.5	32.8	1.94	4.57	0	761	0	0.31	5.5	20.4	0.0	1.2	35.23	58	1.2758	2.0273	30	32.55	960.31	
33373	45	39.6	48.8	40.6	48.5	32.8	1.75	4.57	0	784	0	0.56	5.5	20.4	0.0	1.2	34.71	58	1.2758	2.0273	30	32.64	959.14	
33984	45	40.3	49.2	41.0	49.8	33.2	1.75	4.57	0	787	0	0.56	5.5	20.4	0.0	1.2	34.20	58	1.2758	2.0273	30	32.73	958.20	
34536	45	41.0	49.5	41.0	49.8	33.2	1.75	4.57	0	785	0	0.56	5.5	20.4	0.0	1.2	34.55	58	1.2758	2.0273	30	32.85	957.81	
35150	45	41.7	50.2	41.3	50.2	32.8	1.94	4.57	0	821	0	0.31	5.5	20.4	0.0	1.2	33.89	58	1.2758	2.0273	30	32.94	957.97	
35661	45	42.3	50.5	41.6	50.8	32.8	1.94	4.57	0	840	0	0.31	5.5	20.4	0.0	1.2	35.81	58	1.2758	2.0273	30	33.04	958.75	
36190	45	43.1	50.8	42.0	51.2	32.8	2.12	4.57	0	870	0	0.31	5.5	20.4	0.0	1.2	37.57	58	1.2758	2.0273	30	33.13	960.47	
36721	45	43.9	51.5	42.0	51.5	32.8	1.94	4.57	0	917	0	0.31	5.5	20.4	0.0	1.2	39.23	58	1.2758	2.0273	30	33.25	963.98	
37341	45	44.8	51.5	42.1	51.5	32.8	1.75	4.57	0	955	0	0.56	5.5	20.4	0.0	1.2	39.28	58	1.2758	2.0273	30	33.44	969.22	
37922	45	45.8	51.5	42.5	51.8	32.8	1.94	4.57	0	908	0	0.31	5.5	20.4	0.0	1.2	40.15	58	1.2758	2.0273	30	33.53	971.09	
38452	45	46.7	52.5	42.6	52.5	32.8	1.94	4.57	0	907	0	0.31	5.5	20.4	0.0	1.2	40.88	58	1.2758	2.0273	30	33.74	972.81	
39009	45	47.7	53.2	43.0	52.8	33.2	1.94	4.57	0	909	0	0.31	5.5	20.4	0.0	1.2	40.57	58	1.2758	2.0273	30	33.93	974.30	
39533	45	48.8	52.8	43.2	52.8	32.8	2.12	4.57	0	867	0	0.31	5.5	20.4	0.0	1.6	41.18	58	1.2758	2.0273	30	34.14	975.08	
40052	45	49.7	53.5	43.1	53.5	33.2	2.12	4.57	0	863	0	0.31	5.5	20.4	0.0	1.6	40.69	58	1.2758	2.0273	30	34.23	975.39	
40594	45	50.8	53.8	43.5	53.8	32.8	2.12	4.57	0	879	0	0.31	5.5	20.4	0.0	1.6	40.45	58	1.2758	2.0273	30	34.54	974.22	
41181	45	52.0	54.2	43.8	54.5	33.2	2.12	4.57	0	880	0	0.31	5.5	20.4	0.0	1.6	41.39	58	1.2758	2.0273	30	34.75	975.16	
